05-29 14:16:07.641  1690  4287 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{ea86e2b #1703 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 20:10:41.430  1690  3031 I SmartPower.com.miui.player/10154(3006): idle->background(9260ms) R(broadcast start Intent { act=android.intent.action.SCREEN_OFF flg=0x50200010 }) adj=0.
05-29 20:11:23.399  1690  2616 I SmartPower.com.miui.player/10154(3006): background->idle(3003ms) R(broadcast start Intent { act=android.intent.action.SCREEN_OFF flg=0x50200010 }) adj=905.
05-29 20:11:24.573  1690  3030 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{792dedb #1738 type=standard A=1000:com.miui.aod U=0 visible=true visibleRequested=true mode=fullscreen translucent=true sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.miui.aod
05-29 20:11:24.574  1690  4314 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{792dedb #1738 type=standard A=1000:com.miui.aod U=0 visible=true visibleRequested=true mode=fullscreen translucent=true sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.miui.aod
05-29 20:11:25.720  1690  3031 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{792dedb #1738 type=standard A=1000:com.miui.aod U=0 visible=true visibleRequested=true mode=fullscreen translucent=true sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.miui.aod
05-29 20:11:25.777  1690  4315 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{792dedb #1738 type=standard A=1000:com.miui.aod U=0 visible=true visibleRequested=true mode=fullscreen translucent=true sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.miui.aod
05-29 20:11:28.685  1690  4315 I SmartPower.com.miui.player/10154(3006): idle->background(5287ms) R(broadcast start Intent { act=android.intent.action.SCREEN_OFF flg=0x50200010 }) adj=0.
05-29 20:11:31.686  1690  2616 I SmartPower.com.miui.player/10154(3006): background->idle(3001ms) R(broadcast start Intent { act=android.intent.action.SCREEN_OFF flg=0x50200010 }) adj=905.
05-29 20:11:47.130  1690  3430 I SmartPower.com.miui.player/10154(3006): idle->background(15444ms) R(broadcast start Intent { act=android.intent.action.SCREEN_OFF flg=0x50200010 }) adj=0.
05-29 20:13:19.476  1690  2616 I SmartPower.com.miui.player/10154(3006): background->idle(3003ms) R(broadcast start Intent { act=android.intent.action.SCREEN_OFF flg=0x50200010 }) adj=905.
05-29 20:13:30.603  1690  3430 I SmartPower.com.miui.player/10154(3006): idle->background(11126ms) R(broadcast start Intent { act=android.intent.action.SCREEN_OFF flg=0x50200010 }) adj=0.
05-29 20:16:16.812  1690  2616 I SmartPower.com.miui.player/10154(3006): background->idle(3003ms) R(broadcast start Intent { act=android.intent.action.SCREEN_OFF flg=0x50200010 }) adj=905.
05-29 20:16:46.198  1690  5558 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{568b7c3 #1739 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 20:16:55.100  1690  4314 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{568b7c3 #1739 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 20:17:08.166  1690  2688 I SmartPower.com.miui.player/10154(3006): idle->invisible(51355ms) R(become foreground) adj=905.
05-29 20:17:08.167  3006  3006 I ForceDarkHelperStubImpl: setViewRootImplForceDark: false for com.miui.player.playerui3.nowplaying.NowPlayingActivity3@6b5293d, reason: LightTheme
05-29 20:17:08.200  1690  4314 D OomAdjuster: App adj change from cached state to fg state : 3006 com.miui.player
05-29 20:17:08.330  1690  5070 D WindowManager: wms.Input focus has changed to Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3} display=0 updateInputWindows = true
05-29 20:17:08.332  1690  2010 D WindowManager: wms.Update InputWindowHandle: f6d8b62 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3, frame=[0,0,0,0], touchableRegion=SkRegion((0,0,1080,2400)), scaleFactor=1.0, transform=null, windowToken=android.os.BinderProxy@7749a2d, isClone=false, visibal=true, focusable=true, changed=true
05-29 20:17:08.366  1690  5909 D WindowManager: wms.finishDrawingLocked: mDrawState=COMMIT_DRAW_PENDING Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3} in Surface(name=com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3)/@0xa743ca9
05-29 20:17:08.366  1690  5909 D MiuiFreeFormGesturePointerEventListener: finishDrawingWindow: topFullScreenWindow= Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3}
05-29 20:17:08.370  1690  2010 I SmartPower.com.miui.player/10154(3006): invisible->visible(204ms) R(become visible) adj=0.
05-29 20:17:08.375  1690  2010 I WindowManager: wms.showSurfaceRobustly mWin:Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3}
05-29 20:17:08.819  1690  2010 D WindowManager: wms.Update InputWindowHandle: f6d8b62 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3, frame=[0,0,0,0], touchableRegion=SkRegion((0,0,1080,2400)), scaleFactor=1.0, transform=null, windowToken=android.os.BinderProxy@7749a2d, isClone=false, visibal=true, focusable=true, changed=true
05-29 20:17:08.942  1690  2010 D WindowManager: wms.Update InputWindowHandle: f6d8b62 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3, frame=[0,0,0,0], touchableRegion=SkRegion((0,0,1080,2400)), scaleFactor=1.0, transform=null, windowToken=android.os.BinderProxy@7749a2d, isClone=false, visibal=true, focusable=true, changed=true
05-29 20:17:09.309  1690  1797 I SmartPower.com.miui.player/10154(3006): visible->invisible(939ms) R(become invisible) adj=0.
05-29 20:17:09.309  1690  1797 I SmartPower.com.miui.player/10154(3006): invisible->background(0ms) R(become background) adj=0.
05-29 20:17:09.617  1690  2118 I ProcessSceneCleaner: SwipeUpClean: kill procName=com.miui.player info=AS:010
05-29 20:17:09.617  1690  2118 I ActivityManager: Killing 3006:com.miui.player/u0a154 (adj 0): SwipeUpClean
05-29 20:17:09.701  1690  5558 I WindowManager: WIN DEATH: Window{9432f42 u0 com.miui.player/com.miui.player.ui.MusicActivity}
05-29 20:17:09.705  1690  4959 I WindowManager: WIN DEATH: Window{5147b2e u0 com.miui.player}
05-29 20:17:09.709  1690  2736 I WindowManager: WIN DEATH: Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3}
05-29 20:17:09.717  1690  3031 I ActivityManager: Cancel FGS notification userId: 0 definingUid: 10154 packageName: com.miui.player processName:com.miui.player ChannelId:com.miui.player foregroundNotiWhen:1748536217537 Notiflags:0
05-29 20:17:09.727  1690  2033 W UsageStatsService: Unexpected activity event reported! (com.miui.player/com.miui.player.ui.MusicActivity event : 23 instanceId : 65181533)
05-29 20:17:09.730  1690  2033 W UsageStatsService: Unexpected activity event reported! (com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3 event : 23 instanceId : 151574134)
05-29 20:19:47.741  1690  4287 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{abac2f1 #1741 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 20:19:48.119  1690  3292 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{abac2f1 #1741 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 20:19:54.622  1690  4316 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{abac2f1 #1741 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 20:19:54.879  1690  1806 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{abac2f1 #1741 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 20:19:58.447  1690  4287 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7e4e8ed #1742 type=standard A=10150:com.miui.cleaner U=0 visible=true visibleRequested=true mode=fullscreen translucent=true sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.miui.cleaner
05-29 20:20:36.486  1690  4321 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{3e7bd4d #1744 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 20:20:51.859  1690  3292 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{3e7bd4d #1744 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=2} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 20:20:56.258  1690  5070 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{3e7bd4d #1744 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=3} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 20:21:25.667  1690  3030 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{3e7bd4d #1744 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=2} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 20:21:27.747  1690  5070 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{3e7bd4d #1744 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=3} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 20:21:42.905  1690  2688 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{3e7bd4d #1744 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=2} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 20:30:03.630  1690  4321 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{6610f75 #1745 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 20:30:04.050  1690  3304 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{6610f75 #1745 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 20:30:05.263  1690  3304 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{6610f75 #1745 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 20:33:52.641  1690  3402 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{14d6dea #1749 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 20:38:01.766  1690  2366 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{1d9508 #1751 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 20:41:20.658  1690  2047 W BroadcastQueue: Target SDK mismatch: receiver ActivityInfo{9685d19 com.miui.player.NetworkStateReceiver} targets 35 but delivery restricted to [0, 23] broadcasting Intent { act=android.net.conn.CONNECTIVITY_CHANGE flg=0x4200010 (has extras) } from android (pid=1690, uid=1000) to com.miui.player/.NetworkStateReceiver
05-29 20:41:22.132  1690  2047 W BroadcastQueue: Target SDK mismatch: receiver ActivityInfo{63bc84d com.miui.player.NetworkStateReceiver} targets 35 but delivery restricted to [0, 23] broadcasting Intent { act=android.net.conn.CONNECTIVITY_CHANGE flg=0x4200010 (has extras) } from android (pid=1690, uid=1000) to com.miui.player/.NetworkStateReceiver
05-29 21:10:44.040  1690  2047 W BroadcastQueue: Target SDK mismatch: receiver ActivityInfo{760a3b5 com.miui.player.NetworkStateReceiver} targets 35 but delivery restricted to [0, 23] broadcasting Intent { act=android.net.conn.CONNECTIVITY_CHANGE flg=0x4200010 (has extras) } from android (pid=1690, uid=1000) to com.miui.player/.NetworkStateReceiver
05-29 21:16:21.579  1690  2047 W BroadcastQueue: Target SDK mismatch: receiver ActivityInfo{3d76d03 com.miui.player.NetworkStateReceiver} targets 35 but delivery restricted to [0, 23] broadcasting Intent { act=android.net.conn.CONNECTIVITY_CHANGE flg=0x4200010 (has extras) } from android (pid=1690, uid=1000) to com.miui.player/.NetworkStateReceiver
05-29 21:22:45.929  1690  3029 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{80e2c61 #1754 type=standard A=10289:com.whatsapp.w4b:voip U=0 visible=true visibleRequested=true mode=freeform translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 21:22:45.944  1690  3029 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{80e2c61 #1754 type=standard A=10289:com.whatsapp.w4b:voip U=0 visible=true visibleRequested=true mode=freeform translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 21:22:46.080  1690  4321 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{80e2c61 #1754 type=standard A=10289:com.whatsapp.w4b:voip U=0 visible=true visibleRequested=true mode=freeform translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 21:22:46.176  1690  3430 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{80e2c61 #1754 type=standard A=10289:com.whatsapp.w4b:voip U=0 visible=true visibleRequested=true mode=freeform translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 21:22:46.875  1690  5146 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{80e2c61 #1754 type=standard A=10289:com.whatsapp.w4b:voip U=0 visible=true visibleRequested=true mode=freeform translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 21:24:01.306  1690  5909 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 6 task=Task{ae3dd0e #1752 type=standard A=10163:com.google.android.youtube U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.google.android.youtube
05-29 21:27:10.857  1690  3029 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 12 task=Task{ae3dd0e #1752 type=standard A=10163:com.google.android.youtube U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.google.android.youtube
05-29 21:27:18.733  1690  4959 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{f6ef5ba #1755 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=freeform translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
